"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.614900589E-2,5.238129865E1,4.860444602E0,-2.056053400E0,NaN,NaN,2.616644180E1,2.881954765E1
4.624160528E-1,5.238129865E1,4.860444602E0,1.938907146E0,NaN,NaN,2.616644180E1,2.094930458E1
7.002668977E0,5.238129865E1,4.860444602E0,1.945569515E0,NaN,NaN,2.616644180E1,2.095482826E1
1.275460398E1,5.238129865E1,4.860444602E0,1.958093643E0,NaN,NaN,2.616644180E1,2.062878799E1
1.430846977E1,5.238136214E1,4.860180505E0,3.698387146E-1,1.899999976E0,3.353906250E2,1.369990604E1,3.000000000E0
1.530745971E1,5.238135476E1,4.860184779E0,3.750877380E-1,1.899999976E0,3.283593750E2,2.282767670E1,3.000000000E0
1.630746734E1,5.238135015E1,4.860197604E0,3.730125427E-1,1.940000057E0,3.287109375E2,2.613490869E1,3.000000000E0
1.730747414E1,5.238134676E1,4.860207746E0,3.714256287E-1,1.970000029E0,3.290625000E2,2.901113526E1,3.000000000E0
1.830746317E1,5.238134449E1,4.860215038E0,3.702049255E-1,1.980000019E0,3.294140625E2,3.157496757E1,3.000000000E0
1.930845845E1,5.238136298E1,4.860371947E0,3.551902771E-1,1.980000019E0,4.640625000E1,2.661038933E1,3.000000000E0
2.030846667E1,5.238137525E1,4.860393007E0,3.551906524E-1,1.980000019E0,4.640626668E1,2.661038933E1,3.000000000E0
2.130845404E1,5.238136161E1,4.860462830E0,3.306553364E-1,3.789999962E0,4.746096998E1,2.038691460E1,3.000000000E0
2.230845988E1,5.238134538E1,4.860475235E0,3.261382682E-1,2.900000095E0,4.710939972E1,1.978604697E1,3.000000000E0
2.330846727E1,5.238141727E1,4.860571198E0,3.568456331E-1,9.680000305E0,4.605476858E1,2.098056650E2,6.000000004E0
2.430845654E1,5.238163392E1,4.860647771E0,3.415243542E-1,8.670000076E0,5.941414932E1,1.395038328E2,4.000000002E0
